close_value,cv_diff_value,cv_diff_rate,cv_ma3_value,cv_ma4_value,cv_ma5_value,cv_ma3_rate,cv_ma4_rate,cv_ma5_rate,ud_3d,ud_4d,ud_5d,cv3d_diff_rate,cv4d_diff_rate,cv5d_diff_rate,cv_diff_rate_rate,Skhynix_cv_diff_value,samsung_cv_diff_value,kosdaq_diff_rate,predict_value
2010,25,1.259445844,1989,1989,1989,0.41981528100000004,0.378071834,0.35317860700000003,0,0,0,0.012594458000000001,0.012594458000000001,0.015151515,1.259445844,-1500,-10000,0.06,0.00862386732478626
1985,0,0.0,1982,1982,1982,0.08403361300000001,0.126182965,0.10101010099999999,0,0,0,0.012594458000000001,0.015151515,0.017721518999999998,0.0,100,24000,-0.29,0.000860062613583068
1985,0,0.0,1980,1980,1980,0.168350168,0.126342388,0.151745068,0,0,0,0.002525253,0.005063291,0.005063291,-0.252525253,2200,29000,1.14,0.0020809651468880475
1985,5,0.252525253,1977,1977,1977,0.16863406399999997,0.18987341800000002,0.151975684,0,0,0,0.005063291,0.005063291,0.007614213000000001,-0.000639304,-500,-11000,-0.64,0.003974835188273573
1980,5,0.253164557,1974,1974,1974,0.16891891899999997,0.12674271199999998,0.101419878,0,0,0,0.005063291,0.007614213000000001,0.007614213000000001,0.253164557,-1100,-16000,-3.1,0.002543756811064668
1975,0,0.0,1972,1972,1972,0.084530854,0.063411541,0.050735667000000005,0,0,0,0.0050761420000000005,0.0050761420000000005,0.0050761420000000005,-0.253807107,-1100,-20000,-0.25,0.002551024270360358
1975,5,0.253807107,1971,1971,1971,0.08460236900000001,0.063451777,0.050761420999999994,0,0,0,0.0025380710000000003,0.0025380710000000003,0.0025380710000000003,0.253807107,1300,12000,0.17,0.0022113357699709013
1970,0,0.0,1970,1970,1970,0.0,0.0,0.050787202000000004,0,0,0,0.0025380710000000003,0.0025380710000000003,0.0025380710000000003,0.0,-2000,-30000,-0.3,0.0011542968859430403
1970,0,0.0,1969,1969,1969,0.0,0.063492063,0.10167768199999999,-1,-1,0,0.0,0.0,0.002544529,0.0,1700,1000,0.83,-0.0020772206044057384
1970,0,0.0,1967,1967,1967,0.084674005,0.12714558199999998,0.0508647,-1,0,0,0.0,0.002544529,0.005102041,0.0,2500,33000,0.32,-0.002189309860114008
1970,0,0.0,1966,1966,1966,0.169635284,0.063613232,0.050890585,0,0,0,0.002544529,0.005102041,0.002544529,-0.254452926,0,-17000,1.23,0.0024007764313864755
1970,5,0.254452926,1965,1965,1965,0.084889643,0.06365372400000001,0.0,0,0,0,0.005102041,0.002544529,0.002544529,-0.000649115,200,24000,0.36,0.0038999218363642285
1965,5,0.255102041,1965,1965,1965,0.0,-0.063613232,-0.0508647,0,0,0,0.002544529,0.002544529,0.0,0.509554967,800,-33000,-0.55,0.0007624406352988444
1960,-5,-0.254452926,1966,1966,1966,-0.169491525,-0.127064803,-0.050838840999999996,0,0,0,0.0,-0.0025380710000000003,-0.0025380710000000003,-0.254452926,1200,79000,-1.11,-0.0008173331734724343
1965,0,0.0,1967,1967,1967,-0.084674005,0.0,0.0,-1,-1,0,-0.0050761420000000005,-0.0050761420000000005,-0.002544529,0.253807107,2300,49000,-0.68,-0.0036841153050772846
1965,-5,-0.253807107,1967,1967,1967,0.0,0.0,-0.050813008,-1,0,0,-0.0025380710000000003,0.0,0.0,-0.253807107,-100,-5000,0.62,-0.003344426813782775
1970,0,0.0,1968,1968,1968,0.084745763,0.0,0.0,0,0,0,0.0,0.0,-0.0025380710000000003,-0.254452926,1300,16000,-0.21,0.0022186314017744735
1970,5,0.254452926,1968,1968,1968,0.0,0.0,-0.050787202000000004,0,0,0,0.002544529,0.0,0.0,0.254452926,500,-2000,-0.25,0.002327291054825764
1965,0,0.0,1969,1969,1969,-0.084674005,-0.126903553,-0.050761420999999994,0,0,0,0.0,0.0,-0.0025316460000000002,0.253807107,1300,1000,0.97,-0.0008308990363730118
1965,-5,-0.253807107,1970,1970,1970,-0.169061708,-0.063411541,-0.050735667000000005,-1,-1,0,-0.0025380710000000003,-0.005063291,-0.0025380710000000003,-0.253807107,-800,-36000,-1.87,-0.003246348715038039
1970,0,0.0,1971,1971,1971,0.0,0.0,0.0,-1,0,0,-0.005063291,-0.0025380710000000003,-0.0025380710000000003,0.253164557,1600,47000,0.44,-0.0035821821220451966
1970,-5,-0.253164557,1971,1971,1971,0.0,0.0,0.10157440300000001,0,0,0,0.0,0.0,0.0,-0.5069716639999999,200,-7000,1.77,0.0008533188001820236
1975,5,0.253807107,1969,1969,1969,0.08460236900000001,0.190597205,0.050813008,0,0,0,0.0,0.0,0.005102041,0.253807107,400,-32000,0.47,0.002337436173547758
1970,0,0.0,1968,1968,1968,0.169491525,0.0,0.0,0,0,0,0.0025380710000000003,0.007653061,0.0025380710000000003,0.0,-1000,-1000,0.66,0.0010141853272216395
1970,0,0.0,1968,1968,1968,0.0,0.0,0.0,0,0,0,0.005102041,0.0,0.0,-0.510204082,700,64000,0.79,0.0038371905829990283
1970,10,0.510204082,1968,1968,1968,0.0,0.0,-0.050787202000000004,0,0,0,0.0,0.0,0.0,1.017818295,-600,-1000,0.32,0.0009668029379099607
1960,-10,-0.507614213,1969,1969,1969,-0.16920473800000002,-0.19023462300000002,-0.10147133400000001,0,0,0,0.0,0.0,-0.0025316460000000002,-0.507614213,-400,3000,0.28,-0.002108695662172977
1970,0,0.0,1971,1971,1971,-0.084530854,0.0,-0.050709939,-1,-1,0,-0.0050761420000000005,-0.0075949369999999995,-0.0050761420000000005,0.0,-500,-49000,1.43,-0.0017689751548459753
1970,0,0.0,1972,1972,1972,0.0,-0.06337135599999999,-0.050684237,-1,0,0,-0.0025316460000000002,0.0,-0.0025316460000000002,0.253164557,800,-23000,-0.56,-0.0034700928736128844
1970,-5,-0.253164557,1973,1973,1973,-0.084459459,-0.063331222,-0.050658561,0,0,0,0.0,-0.0025316460000000002,-0.0025316460000000002,-0.5069716639999999,1300,20000,1.13,0.0006991960835875943
1975,5,0.253807107,1974,1974,1974,0.0,0.0,0.0,0,0,0,-0.0025316460000000002,-0.0025316460000000002,-0.0025316460000000002,0.5069716639999999,0,40000,-0.68,0.0008745082323002862
1970,-5,-0.253164557,1974,1974,1974,-0.08438818599999999,-0.06329113900000001,-0.050632910999999996,0,0,0,0.0,0.0,0.0,-0.253164557,700,-2000,-0.8,-0.0007395646389340982
1975,0,0.0,1975,1975,1975,0.0,0.0,0.0,-1,-1,-1,-0.0025316460000000002,-0.0025316460000000002,-0.0025316460000000002,0.0,-900,-9000,0.46,-0.001712930534267798
1975,0,0.0,1975,1975,1975,0.0,0.0,0.0,-1,-1,-1,0.0,0.0,0.0,0.0,1800,19000,-0.3,-0.002091231755912304
1975,0,0.0,1975,1975,1975,0.0,0.0,0.101368474,-1,-1,-1,0.0,0.0,0.0,0.0,-1500,-61000,0.85,-0.0016288635961245745
1975,0,0.0,1973,1973,1973,0.0,0.12674271199999998,0.050709939,-1,-1,0,0.0,0.0,0.005089059,0.0,1000,-20000,-0.07,-0.001979142500204034
1975,0,0.0,1972,1972,1972,0.169061708,0.063411541,0.0,-1,0,0,0.0,0.005089059,0.0025380710000000003,0.0,-600,-2000,0.41,-0.0017549640033394098
1975,0,0.0,1972,1972,1972,0.08460236900000001,0.0,0.050735667000000005,0,0,0,0.005089059,0.0025380710000000003,0.0,-0.508905852,-300,14000,-1.69,0.003969512563344324
1975,10,0.508905852,1971,1971,1971,0.0,0.063451777,0.050761420999999994,0,0,0,0.0025380710000000003,0.0,0.0025380710000000003,0.762712959,300,14000,-0.15,0.002355758540943498
1965,-5,-0.253807107,1970,1970,1970,-0.084530854,-0.063411541,-0.050735667000000005,0,0,0,0.0,0.0025380710000000003,0.0025380710000000003,-0.00064255,-1100,16000,-0.21,-0.0020101830505154794
1970,-5,-0.253164557,1971,1971,1971,0.0,0.0,0.10157440300000001,0,0,0,-0.0025380710000000003,-0.0025380710000000003,-0.0025380710000000003,-0.5069716639999999,800,-5000,2.45,0.0007692518629482947
1975,5,0.253807107,1969,1969,1969,0.08460236900000001,0.190597205,-0.050761420999999994,0,0,0,0.0,0.0,0.005102041,0.253807107,-1300,-71000,0.44,0.0025756258255569264
1970,0,0.0,1970,1970,1970,0.169491525,-0.126903553,-0.050735667000000005,0,0,0,0.0025380710000000003,0.007653061,-0.002525253,0.0,1000,75000,1.22,0.0007339622097788379
1970,0,0.0,1971,1971,1971,-0.16920473800000002,-0.063411541,0.050761420999999994,0,0,0,0.005102041,-0.005050505,-0.0025316460000000002,-0.510204082,500,31000,1.43,0.003865212893288117
1970,10,0.510204082,1970,1970,1970,-0.084530854,0.063451777,0.15251652300000001,0,0,0,-0.005050505,-0.0025316460000000002,0.002544529,1.5203050919999999,1400,14000,-0.26,-0.0023283116024686024
1960,-20,-1.01010101,1967,1967,1967,-0.084459459,0.063492063,-0.152284264,0,0,0,-0.0025316460000000002,0.002544529,0.007672634,-1.263265567,400,39000,0.26,-0.003709929897013353
1980,5,0.253164557,1970,1970,1970,0.42408821,0.063532402,0.0,0,0,0,-0.002544529,0.002557545,-0.0075949369999999995,-0.255741295,-100,52000,-1.41,0.005457050798213459
1975,10,0.508905852,1970,1970,1970,0.0,-0.063492063,0.050787202000000004,1,0,0,0.012787723999999999,0.0025316460000000002,0.0,-0.0026030989999999998,1300,5000,0.88,0.009520603347482393
1965,10,0.511508951,1969,1969,1969,-0.253807107,-0.063451777,0.0,0,0,0,0.0,-0.002525253,0.0025380710000000003,1.524167179,0,73000,1.43,-0.002139687012459035
1955,-20,-1.012658228,1969,1969,1969,-0.253164557,-0.12674271199999998,-0.10147133400000001,0,0,0,-0.007575758,-0.0025380710000000003,0.0,-0.760132975,400,24000,-1.08,-0.006759349158528494
1975,-5,-0.252525253,1971,1971,1971,0.169061708,0.126903553,0.152439024,0,0,0,-0.007614213000000001,-0.005089059,-0.005089059,-0.7601394659999999,600,24000,0.1,0.0023239293368533254
1980,10,0.507614213,1968,1968,1968,0.254237288,0.254452926,0.20366598800000002,0,0,0,0.005089059,0.005089059,0.007653061,0.253161287,1550,-31000,-0.6,0.005222417457844131
1970,5,0.254452926,1964,1964,1964,0.169779287,0.127388535,0.152983172,0,0,0,0.007633588,0.010204082,0.010204082,0.254452926,-350,-30000,-0.06,0.002446385879011359
1965,0,0.0,1961,1961,1961,0.084961767,0.12755102,0.102092905,0,0,0,0.005102041,0.005102041,0.007672634,-0.255102041,1000,-3000,1.25,0.002264559661853127
1965,5,0.255102041,1959,1959,1959,0.17021276600000002,0.127713921,0.102197241,0,0,0,0.00255102,0.00511509,0.00511509,0.255102041,-600,-23000,1.79,0.002485299715772271
1960,0,0.0,1957,1957,1957,0.085178876,0.06389776400000001,-0.051072522999999995,0,0,0,0.00511509,0.00511509,0.00511509,-0.255754476,50,-20000,-0.37,0.002401580109108181
1960,5,0.255754476,1958,1958,1958,0.085251492,-0.06385696,0.0,0,0,0,0.002557545,0.002557545,-0.002544529,0.255754476,750,26000,-0.32,0.0023000549554126337
1955,0,0.0,1958,1958,1958,-0.17021276600000002,-0.063816209,0.0,0,0,0,0.002557545,-0.002544529,0.0,0.0,150,15000,0.17,0.0008530570357834222
1955,0,0.0,1958,1958,1958,-0.085034014,0.0,0.05109862,-1,0,0,-0.005089059,-0.00255102,0.0,0.508905852,-150,-17000,0.23,-0.004871419529081322
1955,-10,-0.508905852,1957,1957,1957,0.0,0.06385696,0.05112474400000001,0,0,0,-0.00255102,0.0,0.002564103,-0.7640078929999999,-800,17000,-1.77,-0.000529785655089654
1965,5,0.255102041,1956,1956,1956,0.255754476,0.19193858,-0.05109862,0,0,0,0.0,0.002564103,0.002564103,-0.000652435,400,-12000,0.12,0.003879700177549239
1960,5,0.255754476,1957,1957,1957,0.170794193,-0.127795527,-0.051072522999999995,1,0,0,0.007692308,0.007692308,-0.0025380710000000003,-0.00065578,-900,-15000,0.96,0.006782790304441733
1955,5,0.256410256,1958,1958,1958,-0.255536627,-0.127632419,0.0,0,0,0,0.005128205,-0.0050761420000000005,-0.002544529,0.256410256,-700,3000,0.75,0.0025071424825000577
1950,0,0.0,1958,1958,1958,-0.254885302,-0.06377551,-0.152983172,0,0,0,-0.007614213000000001,-0.005089059,0.0,1.015228426,-800,32000,-0.1,-0.005105148084112443
1950,-20,-1.015228426,1961,1961,1961,-0.084889643,-0.190961171,-0.10188487,0,0,0,-0.007633588,-0.002557545,-0.007633588,-1.269681352,1300,12000,1.0,-0.00385899624961894
1970,5,0.254452926,1963,1963,1963,0.084961767,0.127469726,0.101988781,0,0,0,-0.002557545,-0.007633588,-0.005102041,-0.257056025,-400,-39000,-0.68,0.0055224152965820394
1965,10,0.511508951,1961,1961,1961,0.085034014,0.06377551,0.0,0,0,0,0.002544529,0.005102041,0.005102041,1.020414803,-400,10000,0.61,0.0009388420949107967
1955,-10,-0.508905852,1961,1961,1961,-0.084961767,-0.127388535,0.0,0,0,0,0.00255102,0.00255102,0.0,-0.7640078929999999,500,15000,0.94,-0.0007119306901586242
1965,5,0.255102041,1961,1961,1961,0.0,0.12755102,0.102092905,0,0,0,-0.00255102,-0.005089059,0.0,0.255102041,100,14000,1.32,0.002387221622711877
1960,0,0.0,1959,1959,1959,0.085034014,0.063816209,-0.101988781,0,0,0,0.0,0.00511509,0.00511509,0.254452926,1200,-15000,-0.75,-0.0008207627688534558
1960,-5,-0.254452926,1961,1961,1961,0.08510638300000001,-0.127469726,0.153217569,0,0,0,0.002557545,0.002557545,-0.0050761420000000005,-0.7659618770000001,1050,-15000,1.38,0.0022727076284354553
1965,10,0.511508951,1958,1958,1958,-0.085034014,0.255591054,0.358790364,0,0,0,0.002557545,-0.0050761420000000005,0.0077120819999999994,0.511508951,-200,-33000,0.24,0.003964225801610155
1955,0,0.0,1951,1951,1951,0.170357751,0.320512821,0.256937307,0,0,0,-0.0025380710000000003,0.010282776,0.018134715,0.76142132,1100,-5000,-1.09,-0.003848532636766322
1955,-15,-0.76142132,1946,1946,1946,0.427715997,0.32154340800000003,0.25759917600000004,0,0,0,0.005141388,0.012953368,0.012953368,-2.046768364,-50,33000,-0.78,0.004034865411085775
1970,25,1.285347044,1941,1941,1941,0.689061154,0.517129929,0.51786639,0,0,0,0.012953368,0.012953368,0.012953368,0.508144971,850,-25000,-0.65,0.013112829270539805
1945,15,0.777202073,1931,1931,1931,0.259067358,0.324254215,0.15560166,0,0,0,0.020725389,0.020725389,0.026041667,0.777202073,-2400,28000,0.31,0.0058630339917726815
1930,0,0.0,1928,1928,1928,0.17301038100000002,0.0,0.0,0,0,0,0.007772021,0.013020833,0.007772021,0.0,350,22000,0.15,0.0008250347236753441
1930,0,0.0,1928,1928,1928,0.0,0.0,-0.051840332,0,0,0,0.005208333,0.0,0.0,-0.520833333,-1500,2000,-0.2,0.0042092106596101075
1930,10,0.520833333,1929,1929,1929,0.0,-0.064808814,-0.051813472,0,0,0,0.0,0.0,-0.002583979,1.0389680479999999,-700,38000,-0.47,0.0009813230644795112
1920,-10,-0.518134715,1930,1930,1930,-0.258843831,-0.194049159,-0.155199172,0,0,0,0.0,-0.002583979,-0.002583979,-0.518134715,1800,21000,0.76,-0.0024799220263957977
1930,0,0.0,1933,1933,1933,-0.08620689699999999,-0.064641241,-0.051706308,-1,-1,-1,-0.007751938000000001,-0.007751938000000001,-0.007751938000000001,0.258397933,1200,-1000,0.7,-0.0035575373913161457
1930,-5,-0.258397933,1934,1934,1934,-0.08613264400000001,-0.064599483,-0.051679587,-1,-1,-1,-0.002583979,-0.002583979,-0.002583979,-0.258397933,0,0,0.43,-0.0033859208324429346
1935,0,0.0,1935,1935,1935,0.0,0.0,0.051706308,-1,-1,-1,-0.002583979,-0.002583979,-0.002583979,0.0,-800,0,0.15,-0.0017269416857743636
1935,0,0.0,1934,1934,1934,0.0,0.064641241,0.051733057,-1,-1,0,0.0,0.0,0.002590674,0.0,-550,6000,0.27,-0.0017619695863686502
1935,0,0.0,1933,1933,1933,0.08620689699999999,0.064683053,0.051759834000000005,-1,0,0,0.0,0.002590674,0.002590674,0.0,2250,23000,2.45,-0.0021542819449678063
1935,0,0.0,1932,1932,1932,0.08628127699999999,0.064724919,0.0,0,0,0,0.002590674,0.002590674,0.002590674,-0.259067358,-600,-5000,-1.83,0.0025125297252088785
1935,5,0.259067358,1932,1932,1932,0.08635578599999999,0.0,0.0,0,0,0,0.002590674,0.002590674,0.0,0.259067358,1000,64000,-0.34,0.0022848597000120208
1930,0,0.0,1932,1932,1932,-0.08628127699999999,-0.064683053,0.051786639,0,0,0,0.002590674,0.0,0.0,0.0,700,19000,-0.29,0.0007759956788504496
1930,0,0.0,1931,1931,1931,-0.08620689699999999,0.064724919,-0.051759834000000005,-1,-1,0,-0.002583979,-0.002583979,0.002597403,0.258397933,-1500,-8000,-0.08,-0.00317923616967164
1930,-5,-0.258397933,1932,1932,1932,0.08628127699999999,-0.064683053,0.0,-1,0,0,-0.002583979,0.002597403,-0.002583979,-0.258397933,-2700,-48000,-0.59,-0.003007619612617418
1935,0,0.0,1932,1932,1932,0.0,0.064724919,0.051786639,0,0,0,0.002597403,-0.002583979,0.0,-0.519480519,-400,-6000,-1.11,0.004046971233037766
1935,10,0.519480519,1931,1931,1931,0.08635578599999999,0.064766839,0.103680664,0,0,0,0.0,0.002590674,0.002590674,1.036276385,-300,18000,0.18,0.0009252137133444194
1925,-10,-0.516795866,1929,1929,1929,-0.08628127699999999,0.0,-0.051813472,0,0,0,0.002590674,0.002590674,0.005194805,-0.7758632240000001,1000,14000,-0.46,-0.0008054283243836835
1935,5,0.259067358,1930,1930,1930,0.17286084699999998,0.064808814,0.051840332,0,0,0,-0.002590674,0.0,-0.002590674,0.259067358,-500,40000,0.36,0.0024950270453700796
1930,0,0.0,1929,1929,1929,0.0,0.0,0.10378827199999999,0,0,0,0.005194805,0.002590674,0.002590674,-0.25974026,800,-8000,0.42,0.0023204109384096228
1930,5,0.25974026,1927,1927,1927,0.0,0.129785853,0.05192108,0,0,0,0.0,0.0,0.005208333,0.518807618,1700,15000,1.17,0.0006364210130413994
1925,-5,-0.259067358,1926,1926,1926,0.08650519,0.0,-0.051894135999999993,0,0,0,0.0,0.005208333,0.002597403,-0.259067358,-550,7000,0.36,-0.0005997623666189611
1930,0,0.0,1927,1927,1927,0.08658008699999999,0.0,0.0,0,0,0,0.002604167,0.0,-0.002590674,-0.520833333,-2250,-19000,-0.64,0.004314294346841052
1930,10,0.520833333,1927,1927,1927,0.0,0.0,0.0,0,0,0,0.002597403,0.0,0.0,0.780573593,700,-20000,-0.61,0.0023355186131084338
1920,-5,-0.25974026,1927,1927,1927,-0.17286084699999998,-0.129617628,-0.207146556,0,0,0,0.0,0.0,0.0,-0.000672902,-2700,-2000,-0.33,-0.0018569398648651259
1925,-5,-0.259067358,1931,1931,1931,-0.08635578599999999,-0.194049159,-0.103466115,-1,-1,-1,-0.005181347,-0.005181347,-0.010309278,-0.259067358,-1900,0,0.47,-0.0031237164803314954
1930,0,0.0,1933,1933,1933,-0.172413793,-0.064641241,-0.051706308,-1,-1,0,-0.002590674,-0.007731959,-0.005167959000000001,0.0,1300,-21000,0.81,-0.002021175969275646
1930,0,0.0,1934,1934,1934,-0.08613264400000001,-0.064599483,-0.103305785,-1,0,0,-0.005154639,-0.002583979,-0.002583979,0.515463918,-400,-37000,-1.29,-0.0048757397817098536
1930,-10,-0.515463918,1936,1936,1936,-0.08605852,-0.129032258,-0.103199174,0,0,0,-0.002583979,-0.002583979,-0.005154639,-0.7738618509999999,0,5000,-0.44,-0.0006613595742237521
1940,5,0.258397933,1938,1938,1938,0.0,0.0,0.0,0,0,0,-0.002583979,-0.005154639,-0.005154639,0.258397933,900,5000,-0.23,0.002294863254064694
1935,0,0.0,1938,1938,1938,-0.08598452300000001,-0.064474533,0.0,0,0,0,0.0,0.0,0.0,0.257731959,-1200,12000,-1.54,-0.0005041690892539918
1935,-5,-0.257731959,1938,1938,1938,-0.085910653,0.0,-0.051572976,-1,-1,0,-0.00257732,-0.00257732,0.0,-0.257731959,300,-17000,0.38,-0.003423967307753628
1940,0,0.0,1939,1939,1939,0.08598452300000001,0.0,0.0,-1,0,0,-0.00257732,0.0,-0.00257732,0.0,400,-22000,-0.39,-0.0018950755656987894
1940,0,0.0,1939,1939,1939,0.0,0.0,0.0,0,0,0,0.002583979,0.0,0.0,-0.258397933,1600,25000,0.99,0.0022002678451826796
1940,5,0.258397933,1939,1939,1939,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.516129892,100,62000,0.37,0.0008605755394910375
1935,-5,-0.257731959,1939,1939,1939,-0.085910653,-0.06443299,-0.051546392,0,0,0,0.0,0.0,0.0,-0.257731959,800,5000,-0.04,-0.0007809183807694353
1940,0,0.0,1940,1940,1940,0.0,0.0,0.0,-1,-1,-1,-0.00257732,-0.00257732,-0.00257732,0.0,1650,43000,-0.39,-0.002070215021376498
1940,0,0.0,1940,1940,1940,0.0,0.0,0.0,-1,-1,-1,0.0,0.0,0.0,0.0,-450,-14000,-0.68,-0.0017759807378752157
1940,0,0.0,1940,1940,1940,0.0,0.0,0.0,-1,-1,0,0.0,0.0,0.0,0.0,750,27000,0.59,-0.0019441146141616628
1940,0,0.0,1940,1940,1940,0.0,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,-450,-1000,1.26,-0.0017759807378752157
1940,0,0.0,1940,1940,1940,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,15000,-0.67,0.0008740737703192281
1940,0,0.0,1940,1940,1940,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,-1000,-40000,-1.51,0.0010141853272216395
